experiment,model_name,primary_level,video_auc,video_accuracy,video_f1,video_eer,face_auc,n_videos,n_faces
Exp 4: Mixed → DFD,efficientnet_b4,video,0.7885,0.6972,0.6145,0.2776,0.7434,634,11636
