experiment,model_name,primary_level,video_auc,video_accuracy,video_f1,video_eer,face_auc,n_videos,n_faces
Exp 4: Mixed → DFD,efficientnet_b4,video,0.8131,0.7303,0.6445,0.2854,0.771,634,11636
