experiment,model_name,primary_level,video_auc,video_accuracy,video_f1,video_eer,face_auc,n_videos,n_faces
Exp 4: Mixed → DFD,efficientnet_b4,video,0.7902,0.6909,0.6016,0.2933,0.746,634,11636
