experiment,model_name,primary_level,video_auc,video_accuracy,video_f1,video_eer,face_auc,n_videos,n_faces
Exp 4: Mixed → DFD,efficientnet_b4,video,0.7938,0.7256,0.6692,0.2744,0.739,634,11636
