experiment,model_name,primary_level,video_auc,video_accuracy,video_f1,video_eer,face_auc,n_videos,n_faces
Exp 4: Mixed → DFD,xception,video,0.7345,0.6136,0.6863,0.3312,0.6985,634,11636
