experiment,model_name,primary_level,video_auc,video_accuracy,video_f1,video_eer,face_auc,n_videos,n_faces
Exp 4: Mixed → DFD,efficientnet_b4,video,0.7587,0.6372,0.6966,0.2918,0.7439,634,11636
